,Lat,Lon,Base,Hour,Day,labels_kmeans,labels_dbscan,labels_agg
519755,40.645,-73.782,3,20,5,2,3,3
7177,40.7784,-73.9611,0,8,6,1,1,1
435487,40.7739,-73.8714,3,13,1,4,1,2
403145,40.7728,-73.9617,3,17,3,1,1,1
310056,40.7103,-73.9662,2,21,5,0,1,0
112588,40.7396,-73.9768,1,22,1,1,1,1
381313,40.7502,-73.9847,3,18,0,1,1,1
436671,40.7258,-73.9974,3,16,1,0,1,0
178659,40.7235,-73.9854,1,12,5,0,1,0
445026,40.8218,-74.1,3,16,2,1,-1,1
119619,40.7333,-74.0094,1,8,3,0,1,0
281955,40.6381,-74.0335,2,15,4,0,1,0
503716,40.7459,-73.9554,3,6,4,1,1,0
341100,40.7232,-74.0027,3,6,3,0,1,0
217266,40.7385,-73.9915,1,21,2,0,1,1
252029,40.6878,-74.0014,2,19,2,0,1,0
103393,40.6467,-73.7893,1,7,0,2,3,3
192953,40.7615,-73.983,1,11,0,1,1,1
156711,40.7013,-73.9267,1,19,2,0,1,0
559915,40.7142,-74.0121,4,14,3,0,1,0
26709,40.8029,-73.9446,0,18,3,1,1,2
258586,40.7506,-73.9809,2,15,4,1,1,1
465165,40.7187,-73.962,3,8,5,0,1,0
124127,40.7424,-73.9929,1,20,3,0,1,1
417310,40.7149,-73.9967,3,13,5,0,1,0
387793,40.768,-73.9616,3,14,1,1,1,1
247538,40.742,-74.0045,2,15,1,0,1,0
278813,40.764,-73.9712,2,17,3,1,1,1
559344,40.7383,-73.9911,4,17,1,0,1,1
162724,40.7027,-73.9938,1,17,3,0,1,0
214233,40.7306,-74.0068,1,18,2,0,1,0
143258,40.7219,-74.0041,1,16,0,0,1,0
164170,40.7583,-73.9803,1,19,3,1,1,1
401010,40.7494,-73.9755,3,13,3,1,1,1
23024,40.7641,-73.9787,0,7,0,1,1,1
454374,40.7639,-73.9764,3,19,3,1,1,1
232012,40.7309,-73.9921,2,14,4,0,1,0
459782,40.7338,-73.9912,3,14,4,0,1,1
124468,40.7339,-74.0052,1,21,3,0,1,0
344495,40.7182,-74.0016,3,15,3,0,1,0
520645,40.766,-73.9659,3,22,5,1,1,1
421325,40.7601,-73.9778,3,21,5,1,1,1
272305,40.7592,-73.9263,2,21,1,1,1,2
20498,40.7452,-74.0343,0,23,3,0,4,0
311534,40.721,-73.9937,2,10,6,0,1,0
546093,40.7741,-73.9828,3,14,2,1,1,1
15038,40.7381,-74.0044,0,23,5,0,1,0
410750,40.7599,-73.972,3,15,4,1,1,1
18823,40.7268,-74.0056,0,18,2,0,1,0
109951,40.7486,-73.9844,1,17,1,1,1,1
266140,40.7684,-73.8625,2,21,6,4,1,2
558825,40.7493,-73.9868,4,16,6,1,1,1
509326,40.7271,-73.9916,3,19,4,0,1,0
111708,40.7262,-73.9994,1,20,1,0,1,0
442187,40.7757,-73.9901,3,7,2,1,1,1
259325,40.7553,-73.9712,2,18,4,1,1,1
89957,40.7514,-73.9757,1,16,4,1,1,1
227986,40.7513,-73.994,2,17,3,1,1,1
94707,40.7269,-73.9997,1,14,5,0,1,0
376118,40.7603,-73.9821,3,3,0,1,1,1
308008,40.7609,-73.9757,2,14,5,1,1,1
141293,40.7259,-73.9927,1,7,0,0,1,0
521470,40.7778,-73.9834,3,23,5,1,1,1
104036,40.7902,-73.9542,1,11,0,1,1,1
14353,40.7515,-74.0077,0,15,5,1,1,0
242117,40.74,-73.9973,2,6,0,0,1,1
62340,40.7268,-73.983,1,0,6,0,1,0
320608,40.7276,-73.9442,2,6,2,1,1,0
175417,40.7299,-73.9832,1,23,4,0,1,0
313708,40.7731,-73.9484,2,7,0,1,1,1
223354,40.7519,-73.98,2,12,2,1,1,1
298358,40.7753,-73.9766,2,8,3,1,1,1
9987,40.7643,-73.9959,0,19,1,1,1,1
44603,40.7761,-73.9474,1,8,3,1,1,1
355933,40.7496,-73.9752,3,17,4,1,1,1
183486,40.7283,-74.0111,1,21,5,0,1,0
58787,40.645,-73.7812,1,16,5,2,3,3
365025,40.691,-73.9921,3,16,5,0,1,0
103311,40.7264,-73.9804,1,7,0,0,1,0
552200,40.7599,-73.9793,3,20,2,1,1,1
524327,40.7494,-73.9702,3,13,6,1,1,1
328166,40.7883,-73.9674,3,8,1,1,1,1
319677,40.7541,-73.9742,2,21,1,1,1,1
496188,40.7688,-73.9655,3,10,3,1,1,1
482790,40.7605,-73.98,3,15,1,1,1,1
44745,40.7505,-73.9947,1,8,3,1,1,1
272491,40.7589,-73.9726,2,21,1,1,1,1
188290,40.7193,-73.985,1,14,6,0,1,0
101682,40.7826,-73.9589,1,17,6,1,1,1
134111,40.7462,-73.9823,1,16,5,1,1,1
302231,40.7487,-73.9736,2,5,4,1,1,1
204438,40.7714,-73.9832,1,21,1,1,1,1
46280,40.7798,-73.9878,1,16,3,1,1,1
533330,40.7076,-74.0095,3,6,1,0,1,0
504899,40.6483,-73.7827,3,10,4,2,3,3
476459,40.7165,-74.0081,3,12,0,0,1,0
152177,40.6459,-73.7768,1,8,2,2,3,3
175241,40.766,-73.9828,1,22,4,1,1,1
275288,40.7257,-74.0058,2,18,2,0,1,0
352815,40.6473,-73.7885,3,12,4,2,3,3
559954,40.7612,-73.9734,4,16,3,1,1,1
433443,40.774,-73.9825,3,6,1,1,1,1
548134,40.7663,-73.9541,3,16,2,1,1,1
514514,40.758,-73.8906,3,9,5,4,1,2
352460,40.774,-73.9598,3,11,4,1,1,1
356564,40.7273,-74.0497,3,18,4,0,4,0
154689,40.7473,-73.9845,1,16,2,1,1,1
256809,40.742,-73.9748,2,5,4,1,1,1
487930,40.7747,-73.9909,3,9,2,1,1,1
319810,40.6744,-73.982,2,21,1,0,1,0
350005,40.7658,-73.963,3,3,4,1,1,1
109358,40.7091,-74.0086,1,16,1,0,1,0
76479,40.7107,-73.9682,1,7,2,0,1,0
169280,40.7195,-73.9894,1,13,4,0,1,0
5022,40.7654,-73.9765,0,18,4,1,1,1
26845,40.7788,-74.0089,0,19,3,1,-1,1
11085,40.7209,-74.0042,0,18,2,0,1,0
334104,40.756,-73.9634,3,7,2,1,1,1
235983,40.7186,-73.9636,2,10,5,0,1,0
83719,40.7798,-73.9541,1,16,3,1,1,1
355008,40.7313,-73.9912,3,16,4,0,1,0
341134,40.7162,-73.9535,3,6,3,0,1,0
134549,40.7581,-73.9625,1,17,5,1,1,1
82165,40.769,-73.9591,1,10,3,1,1,1
462182,40.7191,-73.9642,3,19,4,0,1,0
548191,40.7495,-73.9891,3,16,2,1,1,1
544067,40.7096,-74.0068,3,10,2,0,1,0
224176,40.7246,-74.0076,2,16,2,0,1,0
294987,40.7586,-73.9674,2,12,2,1,1,1
194673,40.7561,-73.981,1,17,0,1,1,1
377006,40.6449,-73.7823,3,7,0,2,3,3
517702,40.7467,-73.9901,3,17,5,1,1,1
18524,40.7831,-73.9552,0,14,2,1,1,1
515176,40.7949,-73.9762,3,12,5,1,1,1
518798,40.7437,-74.0033,3,19,5,0,1,0
352671,40.718,-73.9897,3,11,4,0,1,0
309909,40.7202,-74.0087,2,21,5,0,1,0
234351,40.7541,-73.9686,2,20,4,1,1,1
263377,40.6483,-73.7824,2,21,5,2,3,3
333612,40.688,-73.9608,3,6,2,0,1,0
318169,40.7638,-73.9708,2,16,1,1,1,1
497749,40.7796,-73.9528,3,15,3,1,1,1
82191,40.7472,-73.9855,1,10,3,1,1,1
367858,40.7254,-73.9779,3,21,5,0,1,0
34660,40.7599,-73.971,0,17,2,1,1,1
453412,40.7701,-73.9614,3,17,3,1,1,1
58018,40.7475,-74.0079,1,14,5,0,1,0
353592,40.724,-73.998,3,14,4,0,1,0
366945,40.745,-73.9862,3,19,5,1,1,1
391418,40.7446,-73.999,3,2,2,0,1,1
213053,40.721,-74.0049,1,17,2,0,1,0
276520,40.7399,-74.0006,2,4,3,0,1,0
256734,40.7678,-73.9531,2,4,4,1,1,1
535791,40.7336,-74.0081,3,14,1,0,1,0
162593,40.7192,-74.0051,1,17,3,0,1,0
268366,40.7646,-73.9721,2,19,0,1,1,1
62431,40.754,-73.9722,1,1,6,1,1,1
318510,40.6448,-73.7823,2,17,1,2,3,3
20373,40.7195,-74.0085,0,21,3,0,1,0
207797,40.7205,-73.9968,1,9,2,0,1,0
189003,40.7749,-73.9913,1,16,6,1,1,1
277696,40.7284,-74.0071,2,12,3,0,1,0
280805,40.7029,-73.9859,2,7,4,0,1,0
67188,40.7582,-73.992,1,11,0,1,1,1
264947,40.7257,-74.0094,2,11,6,0,1,0
17491,40.7276,-74.0073,0,17,1,0,1,0
67484,40.7485,-73.9944,1,13,0,1,1,1
52379,40.7517,-74.0041,1,16,4,1,1,0
254188,40.7307,-73.9923,2,14,3,0,1,0
366705,40.7323,-74.0077,3,19,5,0,1,0
544649,40.7278,-74.0073,3,11,2,0,1,0
56873,40.7639,-73.9586,1,4,5,1,1,1
335632,40.7462,-73.9929,3,12,2,1,1,1
129794,40.7648,-73.9742,1,19,4,1,1,1
525732,40.7619,-73.9684,3,17,6,1,1,1
351487,40.729,-73.9849,3,8,4,0,1,0
319281,40.7114,-74.0057,2,19,1,0,1,0
316011,40.7561,-73.9742,2,23,0,1,1,1
234465,40.7457,-73.9771,2,21,4,1,1,1
261738,40.7374,-73.9793,2,14,5,0,1,1
40216,40.7695,-73.9504,1,8,2,1,1,1
273011,40.7709,-73.9591,2,4,2,1,1,1
15907,40.7294,-73.9779,0,6,0,0,1,0
90980,40.784,-73.957,1,19,4,1,1,1
225932,40.7463,-74.0028,2,5,3,0,1,0
245665,40.6332,-74.0212,2,21,0,0,1,0
325910,40.7483,-73.9928,2,20,2,1,1,1
228659,40.6561,-73.9773,2,19,3,0,1,0
377523,40.7437,-73.9773,3,8,0,1,1,1
496913,40.7616,-73.9786,3,13,3,1,1,1
4061,40.7556,-73.9741,0,8,4,1,1,1
67429,40.7087,-74.0109,1,13,0,0,1,0
378478,40.7629,-73.9863,3,12,0,1,1,1
204053,40.7564,-73.9881,1,20,1,1,1,1
308921,40.7914,-73.9524,2,18,5,1,1,1
120070,40.7257,-74.0058,1,9,3,0,1,0
514893,40.7468,-73.9904,3,11,5,1,1,1
374381,40.7669,-73.9618,3,17,6,1,1,1
549721,40.7505,-73.9697,3,18,2,1,1,1
289824,40.7582,-73.9761,2,16,0,1,1,1
380627,40.7571,-73.9757,3,17,0,1,1,1
9889,40.7498,-73.9796,0,17,1,1,1,1
383563,40.7605,-73.9748,3,20,0,1,1,1
125595,40.777,-73.7013,1,0,4,2,-1,3
323177,40.742,-73.9967,2,15,2,0,1,1
487373,40.766,-73.989,3,7,2,1,1,1
413841,40.7518,-73.9926,3,21,4,1,1,1
280639,40.6879,-74.181,2,4,4,3,2,4
289927,40.7279,-73.9842,2,17,0,0,1,0
534137,40.7378,-73.9737,3,8,1,0,1,1
41036,40.7776,-73.9549,1,13,2,1,1,1
501121,40.7594,-73.9793,3,20,3,1,1,1
563850,40.7421,-73.9952,4,21,1,0,1,1
101625,40.7485,-74.0035,1,17,6,0,1,0
408370,40.7108,-73.9446,3,8,4,0,1,0
421361,40.7214,-74.0092,3,21,5,0,1,0
2707,40.7642,-73.971,0,11,3,1,1,1
82900,40.7804,-73.9874,1,14,3,1,1,1
389151,40.7785,-73.9821,3,17,1,1,1,1
19916,40.7344,-74.0019,0,17,3,0,1,0
297929,40.6449,-73.7824,2,6,3,2,3,3
307386,40.747,-73.9868,2,10,5,1,1,1
186684,40.746,-74.0355,1,3,6,0,4,0
101785,40.7224,-74.0434,1,17,6,0,4,0
201499,40.7587,-73.9727,1,17,1,1,1,1
24527,40.7711,-73.9635,0,21,1,1,1,1
110521,40.7067,-74.0069,1,18,1,0,1,0
85534,40.7233,-74.0062,1,20,3,0,1,0
502050,40.7375,-73.9883,3,21,3,0,1,1
120748,40.757,-73.9825,1,13,3,1,1,1
8327,40.7758,-73.9874,0,15,0,1,1,1
232684,40.7188,-73.9579,2,16,4,0,1,0
270460,40.7818,-73.9733,2,15,1,1,1,1
538502,40.7375,-74.0093,3,18,1,0,1,0
311216,40.7361,-73.9873,2,4,6,0,1,1
408595,40.7813,-73.9606,3,9,4,1,1,1
271037,40.7283,-74.007,2,17,1,0,1,0
22991,40.7149,-74.0066,0,6,0,0,1,0
411750,40.7224,-73.9994,3,17,4,0,1,0
15167,40.734,-74.003,0,1,6,0,1,0
245289,40.7203,-73.9848,2,20,0,0,1,0
30454,40.6787,-73.9216,0,13,6,0,1,0
538595,40.7619,-73.9706,3,18,1,1,1,1
37895,40.684,-73.9794,1,17,1,0,1,0
388859,40.7556,-73.9738,3,17,1,1,1,1
17703,40.7582,-73.9845,0,19,1,1,1,1
306191,40.733,-73.9862,2,23,4,0,1,0
146175,40.7438,-74.0063,1,8,1,0,1,0
554796,40.6992,-73.9557,4,16,1,0,1,0
553141,40.7512,-74.0067,3,21,2,1,1,0
459266,40.7161,-74.0072,3,13,4,0,1,0
504232,40.7137,-73.9631,3,8,4,0,1,0
121155,40.7601,-73.9944,1,14,3,1,1,1
432953,40.7595,-73.9857,3,0,1,1,1,1
428378,40.7839,-73.9503,3,6,0,1,1,1
9658,40.7842,-73.9587,0,15,1,1,1,1
291963,40.7218,-74.0012,2,14,1,0,1,0
380541,40.7462,-73.9929,3,17,0,1,1,1
122948,40.7405,-74.0056,1,18,3,0,1,0
324483,40.7045,-74.0095,2,18,2,0,1,0
228337,40.7684,-73.9594,2,18,3,1,1,1
452458,40.7775,-73.979,3,16,3,1,1,1
172264,40.678,-73.9795,1,18,4,0,1,0
147409,40.6446,-73.783,1,14,1,2,3,3
265656,40.7372,-74.0002,2,16,6,0,1,0
181748,40.7496,-73.9836,1,18,5,1,1,1
50603,40.7596,-73.9855,1,9,4,1,1,1
220750,40.7395,-73.9911,2,16,1,0,1,1
54756,40.7745,-73.9639,1,20,4,1,1,1
393551,40.7289,-74.0051,3,11,2,0,1,0
407095,40.7382,-73.9948,3,4,4,0,1,1
523249,40.7183,-74.0106,3,8,6,0,1,0
241986,40.6449,-73.7819,2,5,0,2,3,3
457283,40.7181,-74.015,3,4,4,0,1,0
424522,40.7658,-73.969,3,11,6,1,1,1
268492,40.7532,-73.9889,2,20,0,1,1,1
194306,40.7522,-73.9856,1,16,0,1,1,1
99356,40.7368,-74.0056,1,1,6,0,1,0
373488,40.7326,-73.7968,3,14,6,2,7,3
65231,40.7606,-73.9899,1,19,6,1,1,1
65296,40.7708,-73.9925,1,20,6,1,1,1
389683,40.7412,-73.9977,3,19,1,0,1,1
111675,40.8001,-73.9697,1,20,1,1,1,1
349370,40.7324,-73.9968,3,23,3,0,1,0
273044,40.6467,-73.7896,2,5,2,2,3,3
280426,40.6757,-73.999,2,0,4,0,1,0
150696,40.7521,-73.9769,1,21,1,1,1,1
152101,40.7698,-73.9567,1,8,2,1,1,1
54564,40.7555,-74.0032,1,19,4,1,1,1
333083,40.686,-73.9854,3,0,2,0,1,0
15196,40.6811,-73.8738,0,3,6,2,-1,3
253355,40.767,-73.962,2,9,3,1,1,1
354257,40.722,-74.0041,3,15,4,0,1,0
398079,40.7221,-73.9857,3,22,2,0,1,0
56530,40.7285,-74.0051,1,0,5,0,1,0
266038,40.7253,-74.0034,2,19,6,0,1,0
274810,40.7317,-73.9932,2,16,2,0,1,0
289665,40.7535,-73.9773,2,15,0,1,1,1
156419,40.7357,-74.0066,1,19,2,0,1,0
520779,40.7408,-74.0028,3,22,5,0,1,0
337672,40.7539,-73.9922,3,17,2,1,1,1
383617,40.7607,-73.9805,3,20,0,1,1,1
552607,40.7591,-73.9726,3,20,2,1,1,1
202210,40.7796,-73.9618,1,17,1,1,1,1
4684,40.7467,-74.0051,0,16,4,0,1,0
6832,40.7307,-73.9862,0,22,5,0,1,0
442432,40.7386,-73.9732,3,7,2,1,1,1
416088,40.7072,-73.9674,3,7,5,0,1,0
436695,40.7601,-73.9809,3,16,1,1,1,1
479517,40.7238,-74.008,3,22,0,0,1,0
540923,40.7343,-74.0024,3,22,1,0,1,0
147344,40.7272,-73.9952,1,14,1,0,1,0
192346,40.7494,-73.9405,1,8,0,1,1,0
462261,40.7289,-74.0014,3,19,4,0,1,0
158908,40.7751,-73.9492,1,6,3,1,1,1
71316,40.7321,-74.0014,1,5,1,0,1,0
490841,40.7711,-73.8659,3,17,2,4,1,2
70053,40.7459,-74.0,1,19,0,0,1,0
292774,40.7528,-73.982,2,17,1,1,1,1
73002,40.747,-73.9934,1,13,1,1,1,1
271155,40.7381,-73.99,2,17,1,0,1,1
536474,40.744,-73.9974,3,15,1,0,1,1
555522,40.7406,-74.0056,4,18,3,0,1,0
325821,40.7222,-73.9868,2,20,2,0,1,0
499470,40.7228,-73.9828,3,18,3,0,1,0
304190,40.7663,-73.9774,2,16,4,1,1,1
93046,40.7415,-74.0013,1,0,5,0,1,1
270054,40.7635,-73.9722,2,12,1,1,1,1
62347,40.7217,-73.9934,1,0,6,0,1,0
75489,40.7574,-73.9823,1,21,1,1,1,1
557367,40.7753,-73.9048,4,8,2,4,1,2
160282,40.7291,-74.0452,1,11,3,0,4,0
103881,40.7617,-73.9788,1,10,0,1,1,1
101884,40.7402,-74.0058,1,18,6,0,1,0
186575,40.7701,-73.9841,1,2,6,1,1,1
411036,40.7591,-73.9727,3,16,4,1,1,1
416870,40.7406,-74.0005,3,11,5,0,1,1
510698,40.7219,-73.9792,3,21,4,0,1,0
550249,40.7345,-73.9834,3,18,2,0,1,0
341018,40.7354,-74.004,3,5,3,0,1,0
486707,40.7776,-73.9462,3,6,2,1,1,1
71122,40.7595,-73.9992,1,0,1,1,1,1
452835,40.6454,-73.7803,3,16,3,2,3,3
462845,40.7167,-74.0083,3,21,4,0,1,0
92484,40.7367,-73.989,1,22,4,0,1,1
162381,40.7307,-73.9488,1,16,3,1,1,0
40236,40.6845,-73.9865,1,8,2,0,1,0
286309,40.7371,-73.9998,2,23,5,0,1,0
342333,40.7867,-73.9728,3,9,3,1,1,1
90393,40.7556,-73.9858,1,17,4,1,1,1
434100,40.7761,-73.9555,3,8,1,1,1,1
538323,40.731,-74.0047,3,17,1,0,1,0
481630,40.7434,-73.9819,3,12,1,1,1,1
242710,40.7055,-74.0076,2,9,0,0,1,0
375855,40.7083,-74.0106,3,23,6,0,1,0
24171,40.7497,-73.9716,0,16,1,1,1,1
458973,40.7426,-73.9941,3,12,4,0,1,1
11234,40.7588,-73.9721,0,21,2,1,1,1
560324,40.6928,-73.9961,4,16,4,0,1,0
269667,40.7317,-74.0051,2,10,1,0,1,0
309116,40.7152,-74.0094,2,18,5,0,1,0
379075,40.7708,-73.9564,3,14,0,1,1,1
68031,40.8539,-73.9307,1,15,0,4,1,2
534335,40.7399,-73.9799,3,8,1,0,1,1
281788,40.7366,-73.9745,2,14,4,0,1,1
510566,40.7205,-73.9945,3,21,4,0,1,0
128822,40.7495,-73.9754,1,16,4,1,1,1
380955,40.7833,-73.9547,3,17,0,1,1,1
299187,40.7526,-73.9955,2,14,3,1,1,1
423107,40.7213,-73.9946,3,0,6,0,1,0
116612,40.7625,-73.9728,1,18,2,1,1,1
274562,40.6756,-74.0036,2,15,2,0,1,0
529846,40.7211,-73.9937,3,14,0,0,1,0
296452,40.7708,-73.8658,2,18,2,4,1,2
72605,40.7789,-73.9741,1,11,1,1,1,1
58589,40.7692,-73.9692,1,16,5,1,1,1
256857,40.7344,-73.9785,2,6,4,0,1,0
138964,40.7502,-73.9947,1,16,6,1,1,1
229186,40.6627,-73.9881,2,21,3,0,1,0
156026,40.7341,-73.9932,1,18,2,0,1,0
441842,40.6395,-74.7733,3,6,2,3,-1,4
21338,40.7344,-74.0062,0,21,4,0,1,0
375875,40.6707,-73.949,3,23,6,0,1,0
491694,40.7497,-73.9855,3,18,2,1,1,1
355275,40.768,-73.9826,3,16,4,1,1,1
416605,40.7546,-73.9895,3,10,5,1,1,1
396608,40.7746,-73.9568,3,19,2,1,1,1
241628,40.7096,-74.0055,2,21,6,0,1,0
387914,40.7542,-73.974,3,15,1,1,1,1
555379,40.73,-73.9929,4,13,3,0,1,0
452717,40.6781,-73.9848,3,16,3,0,1,0
443707,40.7411,-73.9979,3,12,2,0,1,1
202856,40.717,-73.9916,1,18,1,0,1,0
29066,40.7356,-74.0035,0,14,5,0,1,0
52401,40.7526,-73.9942,1,16,4,1,1,1
198894,40.7511,-74.0025,1,11,1,1,1,0
50405,40.7606,-73.9991,1,8,4,1,1,1
520497,40.729,-73.9886,3,22,5,0,1,0
10850,40.7703,-73.966,0,16,2,1,1,1
198269,40.7436,-73.9886,1,8,1,0,1,1
273628,40.7803,-73.9859,2,9,2,1,1,1
516451,40.6791,-73.9833,3,16,5,0,1,0
558294,40.7232,-73.9504,4,22,4,0,1,0
203398,40.7198,-74.0002,1,19,1,0,1,0
309765,40.742,-73.9795,2,21,5,1,1,1
467802,40.7617,-73.8312,3,18,5,4,0,2
421191,40.7613,-73.9867,3,21,5,1,1,1
406232,40.7433,-73.9798,3,22,3,1,1,1
359017,40.7352,-73.9857,3,20,4,0,1,0
2990,40.7404,-74.002,0,15,3,0,1,0
401099,40.6755,-74.0151,3,13,3,0,1,0
174303,40.7339,-73.9812,1,21,4,0,1,0
115040,40.7198,-74.0065,1,14,2,0,1,0
413595,40.7169,-74.0089,3,20,4,0,1,0
160383,40.7565,-73.9903,1,11,3,1,1,1
54930,40.7094,-74.0119,1,20,4,0,1,0
190618,40.7538,-73.987,1,21,6,1,1,1
427685,40.7682,-73.9588,3,23,6,1,1,1
396946,40.7672,-73.9546,3,19,2,1,1,1
315042,40.7635,-73.9735,2,16,0,1,1,1
163009,40.7649,-73.9635,1,17,3,1,1,1
424040,40.7259,-74.0081,3,8,6,0,1,0
408052,40.6774,-73.9629,3,7,4,0,1,0
519646,40.7592,-73.9841,3,20,5,1,1,1
439113,40.7552,-74.0313,3,19,1,0,4,0
451595,40.7609,-73.9711,3,14,3,1,1,1
437176,40.7349,-74.0038,3,17,1,0,1,0
484703,40.734,-73.9779,3,19,1,0,1,0
4305,40.7572,-73.9774,0,12,4,1,1,1
149966,40.7568,-73.9722,1,19,1,1,1,1
326206,40.7352,-74.1642,2,21,2,3,6,4
281914,40.7555,-73.9709,2,15,4,1,1,1
231501,40.7359,-74.0296,2,12,4,0,4,0
9931,40.7732,-73.9903,0,18,1,1,1,1
109932,40.7534,-73.9883,1,17,1,1,1,1
352985,40.7292,-73.9799,3,12,4,0,1,0
391519,40.7377,-73.9899,3,4,2,0,1,1
230314,40.7125,-73.9944,2,6,4,0,1,0
291042,40.7618,-73.9998,2,7,1,1,1,1
517282,40.7601,-73.9761,3,17,5,1,1,1
175024,40.7314,-73.9887,1,22,4,0,1,0
476057,40.7223,-73.9832,3,10,0,0,1,0
359870,40.7601,-73.9716,3,21,4,1,1,1
481130,40.7041,-74.0096,3,9,1,0,1,0
63803,40.7253,-73.9778,1,12,6,0,1,0
151822,40.6855,-73.9793,1,7,2,0,1,0
197526,40.7173,-74.0091,1,7,1,0,1,0
484418,40.7608,-73.9786,3,18,1,1,1,1
138078,40.6909,-73.9964,1,11,6,0,1,0
512948,40.6116,-74.0105,3,1,5,0,-1,0
283962,40.7444,-73.9805,2,2,5,1,1,1
453222,40.7655,-73.9658,3,17,3,1,1,1
304737,40.718,-74.0151,2,18,4,0,1,0
127708,40.7428,-73.9844,1,13,4,1,1,1
133122,40.7577,-73.9741,1,12,5,1,1,1
246773,40.7508,-74.002,2,9,1,1,1,0
149031,40.7315,-73.9742,1,17,1,0,1,0
307701,40.7558,-73.9824,2,12,5,1,1,1
489491,40.7574,-73.9769,3,15,2,1,1,1
11969,40.7532,-73.9842,0,15,3,1,1,1
46039,40.7478,-74.0044,1,15,3,0,1,0
295255,40.7247,-74.0022,2,14,2,0,1,0
530800,40.7188,-74.0025,3,16,0,0,1,0
90647,40.7416,-73.9854,1,18,4,0,1,1
323917,40.7496,-73.9817,2,17,2,1,1,1
227966,40.7453,-73.9769,2,17,3,1,1,1
19279,40.7399,-73.9992,0,7,3,0,1,1
20682,40.7393,-73.9857,0,9,4,0,1,1
282076,40.7707,-73.9571,2,15,4,1,1,1
298832,40.761,-73.9869,2,11,3,1,1,1
198166,40.7969,-73.9712,1,8,1,1,1,1
40685,40.7172,-73.9944,1,11,2,0,1,0
558172,40.7371,-73.9902,4,16,4,0,1,1
293919,40.7875,-73.9765,2,4,2,1,1,1
149482,40.7831,-73.9581,1,18,1,1,1,1
278715,40.7475,-74.0019,2,17,3,0,1,0
53817,40.8094,-73.9129,1,18,4,4,-1,2
256611,40.749,-73.9754,2,23,3,1,1,1
245573,40.7061,-74.009,2,21,0,0,1,0
511048,40.7939,-73.9722,3,22,4,1,1,1
107279,40.7953,-73.976,1,8,1,1,1,1
31309,40.7512,-73.9935,0,13,0,1,1,1
241088,40.8119,-73.9396,2,17,6,1,1,2
430032,40.7505,-73.9391,3,14,0,1,1,0
76641,40.7356,-74.0028,1,7,2,0,1,0
186476,40.6985,-73.9362,1,2,6,0,1,0
299538,40.7341,-73.9815,2,15,3,0,1,0
235651,40.76,-73.9646,2,3,5,1,1,1
56909,40.7371,-73.996,1,4,5,0,1,0
10870,40.755,-73.9798,0,16,2,1,1,1
529310,40.7549,-73.9755,3,11,0,1,1,1
329999,40.7789,-73.9558,3,15,1,1,1,1
476148,40.7219,-74.0042,3,10,0,0,1,0
397291,40.8306,-73.8896,3,20,2,4,-1,2
222276,40.5838,-73.9576,2,6,2,0,10,0
57880,40.772,-73.9893,1,13,5,1,1,1
181080,40.6299,-74.0233,1,17,5,0,1,0
168896,40.7732,-73.9892,1,12,4,1,1,1
145948,40.7189,-74.0033,1,7,1,0,1,0
543741,40.7557,-73.983,3,9,2,1,1,1
116925,40.7133,-73.9901,1,18,2,0,1,0
526264,40.7086,-74.0094,3,19,6,0,1,0
258375,40.7293,-73.9909,2,14,4,0,1,0
338944,40.7587,-73.9817,3,19,2,1,1,1
494507,40.7785,-73.9553,3,6,3,1,1,1
463503,40.7347,-74.0022,3,22,4,0,1,0
289695,40.7103,-73.9633,2,15,0,0,1,0
264500,40.7307,-73.9862,2,7,6,0,1,0
19104,40.7386,-73.9855,0,22,2,0,1,1
238914,40.6735,-73.9665,2,23,5,0,1,0
420270,40.7099,-74.0071,3,19,5,0,1,0
225939,40.6747,-73.9667,2,5,3,0,1,0
314147,40.7639,-73.9782,2,9,0,1,1,1
138164,40.676,-73.9479,1,12,6,0,1,0
130820,40.7143,-73.9979,1,21,4,0,1,0
162620,40.7473,-73.9934,1,17,3,1,1,1
361237,40.7365,-73.9926,3,23,4,0,1,1
298053,40.6449,-73.782,2,7,3,2,3,3
221885,40.7203,-73.9846,2,22,1,0,1,0
435243,40.7298,-73.9581,3,12,1,0,1,0
202630,40.7375,-73.9895,1,18,1,0,1,1
462758,40.7229,-74.0046,3,21,4,0,1,0
539737,40.6696,-73.976,3,20,1,0,1,0
467941,40.6785,-73.9899,3,18,5,0,1,0
443514,40.7245,-73.9997,3,11,2,0,1,0
563025,40.7289,-73.9814,4,23,5,0,1,0
214202,40.7529,-73.9836,1,18,2,1,1,1
382673,40.7226,-73.9981,3,19,0,0,1,0
556890,40.7251,-73.9982,4,16,0,0,1,0
463061,40.7364,-73.9966,3,21,4,0,1,0
184925,40.6735,-73.9917,1,23,5,0,1,0
272012,40.7204,-74.0021,2,20,1,0,1,0
487649,40.7248,-73.9962,3,8,2,0,1,0
437118,40.7658,-73.9809,3,16,1,1,1,1
46914,40.7672,-73.984,1,17,3,1,1,1
447672,40.7557,-73.9823,3,21,2,1,1,1
195790,40.7109,-73.9337,1,19,0,0,1,0
417444,40.8505,-73.9384,3,13,5,4,1,2
123852,40.7548,-73.984,1,20,3,1,1,1
291357,40.7766,-73.9449,2,9,1,1,1,1
