,Lat,Lon,Base,Hour,Day,labels_kmeans,labels_dbscan,labels_agg
30631,40.6449,-73.7823,0,16,6,2,3,3
53751,40.6943,-73.9524,1,18,4,0,1,0
516322,40.7799,-73.9566,3,15,5,1,1,1
401113,40.7422,-73.9911,3,13,3,0,1,1
419525,40.7168,-74.0089,3,18,5,0,1,0
362200,40.7742,-73.9455,3,3,5,1,1,1
346707,40.7781,-73.9502,3,19,3,1,1,1
519571,40.7406,-74.0077,3,20,5,0,1,0
32359,40.7492,-74.0031,0,14,1,0,1,0
317126,40.7166,-73.9548,2,11,1,0,1,0
151565,40.7322,-73.9889,1,6,2,0,1,1
389074,40.6934,-73.9997,3,17,1,0,1,0
315453,40.7561,-73.9981,2,18,0,1,1,1
21958,40.6951,-74.1784,0,18,5,3,2,4
42633,40.6785,-74.0021,1,18,2,0,1,0
472052,40.6773,-73.9437,3,14,6,0,1,0
341350,40.6751,-73.9693,3,6,3,0,1,0
279052,40.7469,-73.9745,2,18,3,1,1,1
219318,40.7867,-73.9732,2,7,1,1,1,1
466623,40.7444,-73.9854,3,15,5,1,1,1
408313,40.6847,-73.9182,3,8,4,0,1,0
344856,40.75,-73.9786,3,16,3,1,1,1
286795,40.7886,-73.9752,2,8,6,1,1,1
167550,40.7208,-73.985,1,7,4,0,1,0
375990,40.809,-73.9403,3,0,0,1,1,2
17902,40.7587,-73.9789,0,21,1,1,1,1
490212,40.7158,-74.0153,3,16,2,0,1,0
139680,40.7493,-73.992,1,19,6,1,1,1
375008,40.742,-74.0039,3,19,6,0,1,0
149644,40.774,-73.9824,1,18,1,1,1,1
267701,40.6514,-73.9581,2,15,0,0,1,0
268433,40.7242,-73.8483,2,20,0,4,1,3
58341,40.755,-73.9843,1,15,5,1,1,1
51127,40.7666,-73.983,1,12,4,1,1,1
441431,40.6759,-73.9605,3,0,2,0,1,0
261109,40.7308,-74.0029,2,8,5,0,1,0
342110,40.6343,-73.8981,3,8,3,2,-1,0
364324,40.7686,-73.9554,3,15,5,1,1,1
298441,40.7486,-73.9827,2,8,3,1,1,1
92435,40.7377,-74.0039,1,22,4,0,1,0
115452,40.7754,-73.9598,1,15,2,1,1,1
228996,40.7387,-74.0,2,20,3,0,1,0
357822,40.7616,-73.9687,3,19,4,1,1,1
78534,40.7256,-74.0003,1,16,2,0,1,0
231245,40.7469,-73.9868,2,11,4,1,1,1
251380,40.7539,-73.996,2,17,2,1,1,1
309672,40.7318,-74.0009,2,20,5,0,1,0
100175,40.7696,-73.9603,1,10,6,1,1,1
477133,40.7628,-73.906,3,15,0,4,1,2
547756,40.7277,-74.0095,3,16,2,0,1,0
542261,40.7645,-73.9621,3,7,2,1,1,1
327568,40.7437,-74.0023,3,7,1,0,1,0
378713,40.7659,-73.9771,3,13,0,1,1,1
278609,40.7613,-73.9749,2,17,3,1,1,1
448766,40.6746,-74.0177,3,3,3,0,1,0
418866,40.7628,-73.9714,3,17,5,1,1,1
28895,40.7503,-73.9948,0,11,5,1,1,1
122697,40.7481,-73.9807,1,17,3,1,1,1
296870,40.7276,-74.0015,2,20,2,0,1,0
60934,40.7396,-74.0019,1,21,5,0,1,0
407746,40.7283,-73.9852,3,7,4,0,1,0
37207,40.7035,-74.0136,1,14,1,0,1,0
558199,40.7386,-73.9876,4,17,4,0,1,1
259620,40.7236,-74.0108,2,19,4,0,1,0
419278,40.7685,-73.8624,3,18,5,4,1,2
496145,40.7642,-73.9823,3,10,3,1,1,1
539431,40.7565,-73.9856,3,19,1,1,1,1
64750,40.7211,-74.0053,1,17,6,0,1,0
277558,40.7005,-73.9916,2,11,3,0,1,0
96203,40.8329,-73.9458,1,18,5,1,1,2
373624,40.6467,-73.7895,3,15,6,2,3,3
349845,40.6973,-73.9214,3,1,4,0,1,0
373193,40.7563,-73.9659,3,13,6,1,1,1
28023,40.7392,-73.9868,0,17,4,0,1,1
173810,40.7206,-74.0052,1,21,4,0,1,0
442734,40.6469,-73.7902,3,8,2,2,3,3
161247,40.7219,-73.9973,1,14,3,0,1,0
317651,40.7404,-73.9945,2,14,1,0,1,1
230245,40.6449,-73.7821,2,5,4,2,3,3
304332,40.721,-73.9583,2,17,4,0,1,0
269312,40.7421,-73.9949,2,8,1,0,1,1
191726,40.7794,-73.9877,1,6,0,1,1,1
394558,40.7759,-73.9441,3,15,2,1,1,1
437405,40.728,-74.0072,3,17,1,0,1,0
268102,40.7469,-73.9882,2,17,0,1,1,1
499557,40.763,-73.974,3,18,3,1,1,1
469107,40.7681,-73.9567,3,21,5,1,1,1
119392,40.7303,-73.9798,1,7,3,0,1,0
325761,40.693,-73.9938,2,20,2,0,1,0
440274,40.7407,-73.9917,3,21,1,0,1,1
327906,40.7849,-73.9495,3,7,1,1,1,1
202862,40.7468,-73.9773,1,18,1,1,1,1
169765,40.7409,-74.0075,1,14,4,0,1,0
184885,40.6796,-73.8933,1,23,5,0,-1,0
172977,40.7149,-74.0113,1,19,4,0,1,0
533935,40.7659,-73.9767,3,7,1,1,1,1
280213,40.7176,-73.9919,2,22,3,0,1,0
31669,40.7259,-73.9927,0,19,0,0,1,0
396712,40.7256,-74.0005,3,19,2,0,1,0
31975,40.7739,-73.8715,0,7,1,4,1,2
257217,40.7902,-73.9751,2,7,4,1,1,1
240503,40.7618,-73.9741,2,13,6,1,1,1
27761,40.6444,-73.7818,0,14,4,2,3,3
122727,40.6465,-73.79,1,18,3,2,3,3
136009,40.7213,-73.9925,1,21,5,0,1,0
329807,40.726,-73.9962,3,15,1,0,1,0
474663,40.6825,-74.0018,3,4,0,0,1,0
61772,40.7335,-73.9874,1,23,5,0,1,1
58541,40.7295,-74.0023,1,16,5,0,1,0
180445,40.7219,-73.9958,1,16,5,0,1,0
321409,40.7453,-74.0079,2,9,2,0,1,0
104768,40.7515,-73.9782,1,15,0,1,1,1
65555,40.7641,-73.9731,1,21,6,1,1,1
264684,40.7065,-73.9586,2,9,6,0,1,0
308608,40.6877,-74.1826,2,17,5,3,2,4
166567,40.7787,-73.9536,1,23,3,1,1,1
529591,40.7223,-73.9981,3,13,0,0,1,0
358015,40.7242,-74.0001,3,19,4,0,1,0
265537,40.7614,-73.9506,2,15,6,1,1,1
521253,40.7337,-73.9995,3,23,5,0,1,0
315287,40.7489,-73.9915,2,17,0,1,1,1
102072,40.741,-73.9827,1,19,6,0,1,1
217630,40.7643,-73.9772,1,21,2,1,1,1
553106,40.6566,-74.0082,3,21,2,0,1,0
196519,40.7393,-73.9864,1,22,0,0,1,1
183129,40.7078,-74.0018,1,20,5,0,1,0
61856,40.7395,-74.0019,1,23,5,0,1,0
516134,40.7385,-73.9975,3,15,5,0,1,0
426532,40.7034,-73.9846,3,18,6,0,1,0
39887,40.777,-73.9865,1,7,2,1,1,1
434043,40.7481,-73.9712,3,8,1,1,1,1
494352,40.7213,-73.9419,3,5,3,0,1,0
238222,40.7303,-74.0049,2,21,5,0,1,0
175789,40.7337,-73.991,1,23,4,0,1,1
388860,40.754,-73.98,3,17,1,1,1,1
38642,40.7518,-73.9813,1,19,1,1,1,1
543201,40.7503,-73.9791,3,8,2,1,1,1
30992,40.7352,-74.0015,0,6,0,0,1,0
118837,40.7337,-74.0015,1,4,3,0,1,0
420987,40.7294,-73.98,3,21,5,0,1,0
527417,40.7705,-73.9027,3,4,0,4,1,2
174475,40.7141,-73.9899,1,22,4,0,1,0
71961,40.7283,-73.9815,1,8,1,0,1,0
257967,40.9487,-73.8293,2,12,4,4,-1,2
303954,40.7586,-73.9789,2,15,4,1,1,1
51993,40.6467,-73.9801,1,15,4,0,1,0
350846,40.7361,-73.9789,3,7,4,0,1,1
442816,40.723,-74.0106,3,8,2,0,1,0
182473,40.7733,-73.958,1,19,5,1,1,1
441415,40.7527,-73.9758,3,0,2,1,1,1
383417,40.7026,-73.9898,3,20,0,0,1,0
489734,40.7201,-74.0102,3,15,2,0,1,0
406118,40.7379,-74.0002,3,22,3,0,1,0
289679,40.7376,-74.0092,2,15,0,0,1,0
255699,40.7092,-73.7974,2,19,3,2,7,3
246543,40.7806,-73.9615,2,8,1,1,1,1
164313,40.7594,-73.9722,1,19,3,1,1,1
287382,40.7503,-73.9986,2,14,6,1,1,1
542537,40.7535,-73.9695,3,7,2,1,1,1
168449,40.7606,-73.9716,1,10,4,1,1,1
110488,40.7638,-73.9734,1,18,1,1,1,1
264058,40.7376,-74.0094,2,0,6,0,1,0
158073,40.6794,-74.0118,1,22,2,0,1,0
149786,40.7025,-73.9933,1,19,1,0,1,0
17593,40.7219,-73.9946,0,18,1,0,1,0
481911,40.7162,-74.0126,3,13,1,0,1,0
277338,40.7827,-73.9773,2,10,3,1,1,1
285125,40.7396,-73.9952,2,16,5,0,1,1
480276,40.7783,-73.985,3,6,1,1,1,1
500912,40.7586,-73.9772,3,20,3,1,1,1
289426,40.7294,-74.0022,2,13,0,0,1,0
203733,40.7084,-74.0145,1,20,1,0,1,0
548278,40.7415,-73.9853,3,16,2,0,1,1
378497,40.7597,-73.9779,3,12,0,1,1,1
377670,40.7791,-73.9538,3,9,0,1,1,1
8196,40.7048,-73.8175,0,13,0,2,-1,3
9381,40.7393,-73.9826,0,8,1,0,1,1
206747,40.7256,-73.9868,1,7,2,0,1,0
154645,40.7072,-74.0045,1,16,2,0,1,0
196008,40.7794,-73.9531,1,20,0,1,1,1
116964,40.7243,-73.998,1,18,2,0,1,0
462180,40.7042,-73.9337,3,19,4,0,1,0
367082,40.7028,-73.9907,3,19,5,0,1,0
52842,40.7256,-73.9966,1,17,4,0,1,0
115767,40.7404,-73.9899,1,16,2,0,1,1
18017,40.7421,-74.0047,0,22,1,0,1,0
122277,40.7439,-73.9991,1,17,3,0,1,1
547074,40.7899,-73.9705,3,15,2,1,1,1
318311,40.7402,-73.9864,2,16,1,0,1,1
103606,40.774,-73.8726,1,8,0,4,1,2
154843,40.7514,-73.9756,1,16,2,1,1,1
301264,40.7592,-73.9805,2,21,3,1,1,1
353325,40.6935,-73.9838,3,13,4,0,1,0
193361,40.7623,-73.9665,1,13,0,1,1,1
362165,40.7502,-74.0024,3,3,5,1,1,0
37012,40.7704,-73.9906,1,13,1,1,1,1
544200,40.7828,-73.9713,3,10,2,1,1,1
237892,40.7588,-73.9645,2,20,5,1,1,1
513935,40.7449,-73.9976,3,6,5,0,1,1
60022,40.7441,-73.9917,1,19,5,0,1,1
191120,40.7212,-73.9573,1,1,0,0,1,0
5638,40.7356,-73.9924,0,23,4,0,1,1
425110,40.7983,-73.9692,3,13,6,1,1,1
504918,40.7372,-73.9849,3,10,4,0,1,1
520944,40.7347,-74.0022,3,22,5,0,1,0
497676,40.7481,-73.9897,3,15,3,1,1,1
223390,40.7525,-73.9796,2,12,2,1,1,1
9521,40.7964,-73.9725,0,12,1,1,1,1
476293,40.645,-73.7818,3,11,0,2,3,3
548098,40.7591,-73.9829,3,16,2,1,1,1
265242,40.7307,-73.9808,2,14,6,0,1,0
535934,40.7197,-73.9858,3,14,1,0,1,0
227615,40.7843,-73.957,2,16,3,1,1,1
177792,40.7798,-73.9458,1,8,5,1,1,1
472094,40.7245,-73.9934,3,14,6,0,1,0
324137,40.7623,-73.976,2,17,2,1,1,1
478923,40.7644,-73.9585,3,20,0,1,1,1
414202,40.672,-73.9642,3,22,4,0,1,0
174012,40.7255,-73.9575,1,21,4,0,1,0
445087,40.7613,-73.9731,3,16,2,1,1,1
541620,40.7849,-73.9559,3,5,2,1,1,1
72061,40.7545,-73.9358,1,8,1,1,1,2
325313,40.7251,-74.0003,2,19,2,0,1,0
80117,40.7187,-73.9854,1,20,2,0,1,0
293444,40.7576,-73.9722,2,20,1,1,1,1
245073,40.7168,-74.0073,2,19,0,0,1,0
413457,40.7663,-73.9917,3,20,4,1,1,1
316690,40.784,-73.9766,2,8,1,1,1,1
421510,40.734,-73.9812,3,22,5,0,1,0
39513,40.7358,-74.006,1,5,2,0,1,0
435371,40.6254,-73.9208,3,12,1,0,-1,0
48165,40.7694,-73.9348,1,20,3,1,1,2
253487,40.7657,-73.9599,2,9,3,1,1,1
166950,40.7396,-74.0056,1,3,4,0,1,0
363143,40.7135,-73.781,3,10,5,2,-1,3
285036,40.7483,-73.9889,2,16,5,1,1,1
134446,40.7771,-74.0138,1,17,5,1,-1,1
94316,40.7864,-73.9683,1,12,5,1,1,1
427613,40.7236,-74.003,3,23,6,0,1,0
471103,40.7111,-74.006,3,10,6,0,1,0
227343,40.7063,-74.0168,2,15,3,0,1,0
277016,40.7197,-73.9563,2,8,3,0,1,0
537347,40.7831,-73.9564,3,16,1,1,1,1
138471,40.7365,-73.9985,1,13,6,0,1,0
527795,40.6483,-73.7828,3,6,0,2,3,3
202886,40.7502,-73.989,1,18,1,1,1,1
548894,40.7237,-73.9799,3,17,2,0,1,0
347810,40.7233,-73.9913,3,20,3,0,1,0
528921,40.7165,-73.9616,3,9,0,0,1,0
288012,40.7289,-74.0006,2,19,6,0,1,0
415727,40.7295,-73.9782,3,2,5,0,1,0
264513,40.7646,-73.9782,2,7,6,1,1,1
102723,40.7521,-73.9764,1,0,0,1,1,1
418428,40.763,-73.9708,3,16,5,1,1,1
69154,40.748,-73.9928,1,18,0,1,1,1
292281,40.7783,-73.9627,2,16,1,1,1,1
515524,40.7254,-73.9928,3,13,5,0,1,0
319746,40.7192,-74.0062,2,21,1,0,1,0
59475,40.7081,-74.0017,1,18,5,0,1,0
424944,40.7642,-73.9747,3,13,6,1,1,1
180971,40.7444,-73.9917,1,17,5,0,1,1
325973,40.7426,-74.0043,2,21,2,0,1,0
37707,40.7284,-74.0033,1,16,1,0,1,0
376140,40.7076,-73.9407,3,3,0,0,1,0
459402,40.7032,-73.9942,3,13,4,0,1,0
401609,40.7228,-73.9829,3,14,3,0,1,0
514542,40.7221,-73.9889,3,10,5,0,1,0
347897,40.7531,-73.9803,3,21,3,1,1,1
187950,40.7207,-73.9612,1,13,6,0,1,0
510303,40.7399,-74.0025,3,21,4,0,1,0
23619,40.7594,-73.9739,0,21,0,1,1,1
341827,40.7174,-74.0099,3,7,3,0,1,0
121325,40.7061,-74.0055,1,15,3,0,1,0
353565,40.7819,-73.9569,3,14,4,1,1,1
430568,40.7614,-73.978,3,15,0,1,1,1
224315,40.7646,-73.9707,2,17,2,1,1,1
384719,40.7369,-73.9957,3,3,1,0,1,0
119971,40.719,-73.9632,1,9,3,0,1,0
452419,40.7549,-73.9797,3,16,3,1,1,1
515564,40.645,-73.7822,3,14,5,2,3,3
508257,40.7576,-73.9846,3,18,4,1,1,1
104317,40.7524,-73.9841,1,13,0,1,1,1
151040,40.6788,-73.9866,1,23,1,0,1,0
104652,40.7619,-73.9694,1,15,0,1,1,1
226170,40.7625,-73.9733,2,7,3,1,1,1
112039,40.719,-74.0103,1,21,1,0,1,0
431478,40.7576,-73.9715,3,17,0,1,1,1
226213,40.7668,-73.9853,2,7,3,1,1,1
120646,40.7177,-73.9896,1,12,3,0,1,0
534197,40.6997,-73.9807,3,8,1,0,1,0
62414,40.7286,-73.98,1,1,6,0,1,0
353584,40.7859,-73.9749,3,14,4,1,1,1
68269,40.8895,-73.9057,1,16,0,4,5,2
80127,40.7601,-73.9728,1,20,2,1,1,1
140926,40.7389,-74.0061,1,6,0,0,1,0
294259,40.7792,-73.9472,2,7,2,1,1,1
132402,40.705,-74.0099,1,6,5,0,1,0
439138,40.7325,-73.9936,3,19,1,0,1,0
539692,40.8298,-73.928,3,20,1,4,1,2
152343,40.7432,-73.9564,1,8,2,1,1,0
467737,40.7473,-73.9898,3,18,5,1,1,1
548925,40.7286,-73.9591,3,17,2,0,1,0
277486,40.7557,-74.0018,2,11,3,1,1,1
299982,40.7141,-74.0147,2,17,3,0,1,0
265411,40.6814,-73.9732,2,15,6,0,1,0
147912,40.7614,-73.9743,1,15,1,1,1,1
416817,40.6809,-73.9944,3,11,5,0,1,0
435092,40.7171,-74.0145,3,11,1,0,1,0
223484,40.72,-73.9985,2,13,2,0,1,0
465512,40.7179,-74.0106,3,10,5,0,1,0
187098,40.7677,-73.9665,1,8,6,1,1,1
188402,40.73,-73.958,1,14,6,0,1,0
148430,40.7655,-73.9799,1,16,1,1,1,1
309642,40.7844,-73.9738,2,20,5,1,1,1
154083,40.7056,-74.0096,1,15,2,0,1,0
172524,40.713,-73.6066,1,19,4,2,-1,3
150825,40.7465,-73.9932,1,22,1,1,1,1
139208,40.7353,-73.9898,1,16,6,0,1,1
305126,40.6776,-73.9624,2,19,4,0,1,0
289353,40.737,-73.9884,2,13,0,0,1,1
539996,40.7333,-73.9853,3,20,1,0,1,0
468738,40.7087,-74.006,3,21,5,0,1,0
336715,40.7045,-74.0141,3,15,2,0,1,0
481486,40.783,-73.974,3,11,1,1,1,1
193597,40.7692,-73.9826,1,14,0,1,1,1
412070,40.7414,-74.1794,3,18,4,3,6,4
504332,40.7206,-73.989,3,8,4,0,1,0
507798,40.7222,-73.997,3,17,4,0,1,0
394282,40.7506,-73.9877,3,14,2,1,1,1
272385,40.6743,-73.9675,2,21,1,0,1,0
71368,40.7468,-73.9409,1,5,1,1,1,0
376776,40.7259,-74.0028,3,6,0,0,1,0
40705,40.5528,-74.4188,1,11,2,3,-1,4
449501,40.7205,-73.9872,3,7,3,0,1,0
313531,40.6631,-73.9844,2,5,0,0,1,0
77923,40.7551,-73.9876,1,14,2,1,1,1
426812,40.774,-73.8726,3,19,6,4,1,2
203726,40.7548,-73.9715,1,20,1,1,1,1
363237,40.7151,-74.016,3,11,5,0,1,0
81599,40.7849,-73.9795,1,8,3,1,1,1
432454,40.7908,-73.9658,3,21,0,1,1,1
249260,40.75,-73.9837,2,2,2,1,1,1
310605,40.7368,-74.0082,2,23,5,0,1,0
446309,40.7709,-73.9836,3,18,2,1,1,1
233016,40.7646,-73.9698,2,17,4,1,1,1
408345,40.7366,-73.9846,3,8,4,0,1,1
492137,40.7595,-73.9852,3,19,2,1,1,1
488679,40.7471,-74.0027,3,12,2,0,1,0
212154,40.7483,-73.9803,1,16,2,1,1,1
387779,40.7443,-73.9876,3,14,1,1,1,1
326516,40.7497,-73.9755,2,22,2,1,1,1
168542,40.7979,-73.9338,1,10,4,1,1,2
262511,40.7096,-73.965,2,17,5,0,1,0
358891,40.7173,-74.014,3,20,4,0,1,0
69882,40.7395,-73.9926,1,19,0,0,1,1
406748,40.6467,-73.7903,3,0,4,2,3,3
497712,40.743,-73.9741,3,15,3,1,1,1
38947,40.7461,-74.0097,1,21,1,0,1,0
358435,40.7437,-73.985,3,19,4,1,1,1
64780,40.6956,-73.9918,1,17,6,0,1,0
184107,40.7311,-74.0042,1,22,5,0,1,0
362935,40.7679,-73.9916,3,9,5,1,1,1
318707,40.6937,-73.9838,2,17,1,0,1,0
64380,40.7061,-74.0169,1,15,6,0,1,0
444665,40.756,-73.9713,3,15,2,1,1,1
164733,40.7082,-74.0019,1,20,3,0,1,0
341437,40.7773,-73.9753,3,7,3,1,1,1
173248,40.772,-73.9903,1,20,4,1,1,1
412954,40.7366,-73.9887,3,19,4,0,1,1
88210,40.7382,-74.0085,1,10,4,0,1,0
250667,40.7595,-73.9942,2,14,2,1,1,1
180246,40.7666,-73.9611,1,16,5,1,1,1
205359,40.8719,-73.8417,1,0,2,4,-1,2
87654,40.6949,-73.9946,1,8,4,0,1,0
268804,40.7418,-74.0324,2,1,1,0,4,0
521510,40.7066,-74.0177,3,23,5,0,1,0
324409,40.7554,-73.9795,2,18,2,1,1,1
439929,40.7565,-73.984,3,20,1,1,1,1
211032,40.7502,-73.9946,1,15,2,1,1,1
113914,40.718,-74.0027,1,8,2,0,1,0
313315,40.7706,-73.8659,2,23,6,4,1,2
513154,40.7185,-73.9892,3,1,5,0,1,0
238499,40.714,-74.0065,2,22,5,0,1,0
249744,40.7271,-73.9857,2,7,2,0,1,0
101803,40.7683,-73.9527,1,17,6,1,1,1
160797,40.7494,-73.9461,1,13,3,1,1,0
63785,40.7168,-74.0108,1,12,6,0,1,0
462213,40.7391,-74.0054,3,19,4,0,1,0
172043,40.6735,-73.9687,1,18,4,0,1,0
297320,40.7457,-73.9847,2,21,2,1,1,1
38318,40.7212,-73.9937,1,18,1,0,1,0
447235,40.7311,-74.0086,3,20,2,0,1,0
53256,40.7628,-73.9807,1,17,4,1,1,1
414786,40.7446,-73.9913,3,23,4,0,1,1
206923,40.7307,-73.9928,1,8,2,0,1,0
306626,40.7337,-74.0015,2,0,5,0,1,0
521948,40.7508,-74.0038,3,0,6,1,1,0
311905,40.7644,-73.9756,2,13,6,1,1,1
495026,40.7682,-73.9893,3,7,3,1,1,1
531090,40.7613,-73.9728,3,17,0,1,1,1
204666,40.7114,-74.0086,1,21,1,0,1,0
138414,40.765,-73.9803,1,13,6,1,1,1
548049,40.721,-74.01,3,16,2,0,1,0
422215,40.7632,-73.9767,3,23,5,1,1,1
329863,40.7824,-73.9585,3,15,1,1,1,1
352707,40.766,-73.9773,3,11,4,1,1,1
519986,40.6603,-73.9478,3,21,5,0,1,0
525466,40.7292,-73.9797,3,16,6,0,1,0
50983,40.7674,-73.963,1,11,4,1,1,1
453916,40.771,-73.9676,3,18,3,1,1,1
520380,40.7355,-74.0084,3,21,5,0,1,0
462265,40.7343,-73.9835,3,19,4,0,1,0
459315,40.7574,-73.978,3,13,4,1,1,1
395367,40.7594,-73.9722,3,16,2,1,1,1
344457,40.7101,-74.007,3,15,3,0,1,0
236106,40.7679,-73.9602,2,11,5,1,1,1
57015,40.706,-74.0098,1,6,5,0,1,0
124309,40.7446,-73.9914,1,20,3,0,1,1
389972,40.7431,-73.9873,3,19,1,0,1,1
483107,40.7799,-73.9616,3,16,1,1,1,1
86054,40.7102,-73.9846,1,21,3,0,1,0
374413,40.7792,-73.983,3,17,6,1,1,1
446941,40.7419,-74.0035,3,19,2,0,1,0
229554,40.7638,-73.9813,2,22,3,1,1,1
433549,40.7705,-73.948,3,7,1,1,1,1
276763,40.7753,-73.9596,2,6,3,1,1,1
89047,40.7765,-73.9618,1,14,4,1,1,1
169575,40.6974,-73.9272,1,14,4,0,1,0
101476,40.7814,-73.9833,1,16,6,1,1,1
460807,40.7262,-73.9932,3,17,4,0,1,0
290175,40.7261,-73.9962,2,18,0,0,1,0
368328,40.7399,-73.995,3,21,5,0,1,1
464666,40.74,-73.9987,3,2,5,0,1,1
201169,40.7568,-73.9785,1,16,1,1,1,1
245059,40.7759,-73.9589,2,19,0,1,1,1
336366,40.7515,-74.005,3,14,2,1,1,0
562836,40.7362,-74.0035,4,17,5,0,1,0
409292,40.7679,-73.8674,3,12,4,4,1,2
379259,40.6913,-73.9844,3,15,0,0,1,0
20676,40.7348,-74.1647,0,9,4,3,6,4
120911,40.7833,-73.9726,1,13,3,1,1,1
547797,40.7569,-73.9987,3,16,2,1,1,1
258017,40.7382,-73.9897,2,12,4,0,1,1
222521,40.7397,-73.9989,2,7,2,0,1,1
142758,40.7685,-73.9497,1,15,0,1,1,1
245547,40.7279,-73.9958,2,21,0,0,1,0
334624,40.6934,-73.9888,3,8,2,0,1,0
117317,40.7322,-74.0019,1,19,2,0,1,0
127438,40.7337,-74.001,1,12,4,0,1,0
343049,40.7112,-73.9675,3,12,3,0,1,0
466972,40.7658,-73.9886,3,16,5,1,1,1
406601,40.6482,-73.7825,3,23,3,2,3,3
255301,40.7498,-73.9921,2,18,3,1,1,1
274317,40.7329,-73.9962,2,14,2,0,1,0
408197,40.7931,-73.9747,3,8,4,1,1,1
85840,40.7544,-73.9862,1,20,3,1,1,1
161252,40.7574,-73.986,1,14,3,1,1,1
251926,40.7466,-74.0084,2,19,2,0,1,0
119346,40.7425,-73.9994,1,7,3,0,1,1
548886,40.7606,-73.9836,3,17,2,1,1,1
247557,40.7601,-73.9738,2,15,1,1,1,1
374626,40.6944,-73.9833,3,18,6,0,1,0
266139,40.703,-73.8586,2,21,6,4,-1,3
448121,40.7266,-73.9942,3,22,2,0,1,0
498375,40.7404,-73.9868,3,16,3,0,1,1
128435,40.744,-73.9876,1,15,4,1,1,1
324557,40.7551,-73.984,2,18,2,1,1,1
361988,40.7482,-73.9473,3,1,5,1,1,0
221526,40.6748,-73.9764,2,20,1,0,1,0
126427,40.7836,-73.9515,1,7,4,1,1,1
537762,40.8194,-73.9462,3,17,1,1,1,2
415063,40.6419,-73.7884,3,23,4,2,3,3
26968,40.6878,-74.1816,0,21,3,3,2,4
168670,40.8048,-73.9394,1,11,4,1,1,2
36476,40.75,-73.9728,1,10,1,1,1,1
269988,40.7741,-73.8724,2,12,1,4,1,2
421479,40.6392,-73.966,3,22,5,0,1,0
279428,40.7742,-73.979,2,19,3,1,1,1
491345,40.7514,-73.9937,3,18,2,1,1,1
75013,40.7595,-73.9726,1,20,1,1,1,1
138847,40.7383,-73.9854,1,15,6,0,1,1
113161,40.7326,-74.0045,1,5,2,0,1,0
413014,40.7619,-73.9726,3,19,4,1,1,1
343870,40.7602,-73.9878,3,14,3,1,1,1
349220,40.7377,-74.0022,3,22,3,0,1,0
76723,40.7806,-73.9562,1,7,2,1,1,1
26382,40.7415,-74.0025,0,15,3,0,1,0
465931,40.7059,-74.0161,3,12,5,0,1,0
285523,40.7259,-73.9503,2,18,5,0,1,0
391862,40.8036,-73.9654,3,6,2,1,1,1
103569,40.7829,-73.9735,1,8,0,1,1,1
29445,40.7582,-73.9776,0,18,5,1,1,1
378771,40.7682,-73.9893,3,13,0,1,1,1
201992,40.7485,-73.9394,1,17,1,1,1,0
157471,40.7557,-73.9802,1,21,2,1,1,1
561158,40.7241,-73.8862,4,20,0,4,1,2
108271,40.7587,-73.9786,1,12,1,1,1,1
457532,40.7182,-73.9903,3,6,4,0,1,0
548671,40.7214,-74.0087,3,17,2,0,1,0
323879,40.7578,-73.9817,2,17,2,1,1,1
266980,40.6763,-73.9743,2,9,0,0,1,0
336517,40.7528,-73.9727,3,15,2,1,1,1
481155,40.7723,-73.9666,3,9,1,1,1,1
61813,40.7417,-73.9854,1,23,5,0,1,1
353320,40.7894,-73.9703,3,13,4,1,1,1
47018,40.6792,-73.9717,1,18,3,0,1,0
137673,40.6909,-73.9914,1,9,6,0,1,0
226919,40.7049,-74.0176,2,12,3,0,1,0
429765,40.7484,-74.0056,3,12,0,0,1,0
554586,40.7415,-73.9975,3,23,2,0,1,1
43639,40.6516,-74.0105,1,22,2,0,1,0
56893,40.6855,-73.9785,1,4,5,0,1,0
80723,40.7216,-73.989,1,0,3,0,1,0
468545,40.7195,-73.9438,3,20,5,0,1,0
477115,40.7575,-73.9748,3,15,0,1,1,1
151695,40.7214,-74.0111,1,6,2,0,1,0
19722,40.7584,-73.9991,0,15,3,1,1,1
224772,40.775,-73.9789,2,18,2,1,1,1
46403,40.7633,-73.9739,1,16,3,1,1,1
543545,40.7603,-73.9598,3,9,2,1,1,1
14381,40.7711,-73.9833,0,15,5,1,1,1
287688,40.6813,-73.9559,2,16,6,0,1,0
228543,40.7913,-73.952,2,19,3,1,1,1
53444,40.7701,-73.9615,1,18,4,1,1,1
25009,40.7323,-74.0066,0,13,2,0,1,0
365785,40.7172,-74.0161,3,17,5,0,1,0
548495,40.754,-73.9857,3,16,2,1,1,1
434959,40.7464,-73.9817,3,11,1,1,1,1
530264,40.7563,-73.9852,3,15,0,1,1,1
273861,40.7535,-73.9809,2,10,2,1,1,1
59754,40.7325,-73.9799,1,19,5,0,1,0
283358,40.7379,-73.9883,2,22,4,0,1,1
448889,40.7757,-73.9528,3,5,3,1,1,1
505047,40.7597,-73.978,3,10,4,1,1,1
13108,40.742,-74.0037,0,13,4,0,1,0
335960,40.7422,-73.9747,3,13,2,1,1,1
449716,40.7811,-73.9814,3,7,3,1,1,1
164663,40.7686,-73.8627,1,20,3,4,1,2
224585,40.7141,-74.015,2,17,2,0,1,0
438389,40.7912,-73.9471,3,18,1,1,1,2
